transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale,profit,month,day_of_week,hour,age_group
123,2023-11-08,19:00:00,3,Female,40.0,Electronics,2.0,30.0,11.7,60.0,36.6,11.0,Wednesday,19,36-50
164,,18:26:00,3,Female,47.0,Beauty,3.0,500.0,185.0,1500.0,945.0,,,18,36-50
425,2023-11-06,18:28:00,2,Female,55.0,Electronics,4.0,30.0,15.6,120.0,57.6,11.0,Monday,18,51-65
1123,2023-11-12,21:04:00,1,Female,40.0,Electronics,2.0,30.0,10.8,60.0,38.4,11.0,Sunday,21,36-50
1164,2023-07-04,20:53:00,1,Female,47.0,Beauty,3.0,500.0,245.0,1500.0,765.0,7.0,Tuesday,20,36-50
1425,2023-02-12,22:15:00,1,Female,55.0,Electronics,4.0,30.0,10.2,120.0,79.2,2.0,Sunday,22,51-65
48,2023-06-10,17:34:00,2,Male,54.0,Electronics,3.0,300.0,123.0,900.0,531.0,6.0,Saturday,17,51-65
118,,20:07:00,3,Female,30.0,Electronics,4.0,500.0,270.0,2000.0,920.0,,,20,26-35
203,2023-12-03,21:33:00,4,Male,56.0,Clothing,2.0,500.0,175.0,1000.0,650.0,12.0,Sunday,21,51-65
305,,22:09:00,4,Female,18.0,Beauty,1.0,30.0,14.4,30.0,15.6,,,22,18-25
358,2023-12-10,18:32:00,4,Female,32.0,Beauty,1.0,300.0,132.0,300.0,168.0,12.0,Sunday,18,26-35
376,,18:21:00,4,Female,64.0,Beauty,1.0,30.0,12.0,30.0,18.0,,,18,51-65
398,,21:17:00,5,Female,48.0,Clothing,2.0,300.0,114.0,600.0,372.0,,,21,36-50
411,,20:04:00,3,Male,62.0,Electronics,4.0,50.0,24.5,200.0,102.0,,,20,51-65
504,,18:07:00,4,Female,38.0,Beauty,3.0,50.0,22.0,150.0,84.0,,,18,36-50
970,,18:13:00,2,Male,59.0,Electronics,4.0,500.0,220.0,2000.0,1120.0,,,18,51-65
996,2023-03-07,17:38:00,2,Male,62.0,Clothing,1.0,50.0,13.5,50.0,36.5,3.0,Tuesday,17,51-65
1048,2023-12-07,19:14:00,3,Male,54.0,Electronics,3.0,300.0,93.0,900.0,621.0,12.0,Thursday,19,51-65
1118,,17:24:00,1,Female,30.0,Electronics,4.0,500.0,170.0,2000.0,1320.0,,,17,26-35
1203,,18:36:00,2,Male,56.0,Clothing,2.0,500.0,145.0,1000.0,710.0,,,18,51-65
1305,2023-05-04,18:24:00,5,Female,18.0,Beauty,1.0,30.0,7.8,30.0,22.2,5.0,Thursday,18,18-25
1358,2023-04-05,21:40:00,5,Female,32.0,Beauty,1.0,300.0,156.0,300.0,144.0,4.0,Wednesday,21,26-35
1376,,19:49:00,3,Female,64.0,Beauty,1.0,30.0,9.9,30.0,20.1,,,19,51-65
1398,,17:20:00,1,Female,48.0,Clothing,2.0,300.0,120.0,600.0,360.0,,,17,36-50
1411,,20:27:00,1,Male,62.0,Electronics,4.0,50.0,26.0,200.0,96.0,,,20,51-65
1504,,17:01:00,4,Female,38.0,Beauty,3.0,50.0,25.5,150.0,73.5,,,17,36-50
1970,,17:44:00,5,Male,59.0,Electronics,4.0,500.0,230.0,2000.0,1080.0,,,17,51-65
1996,2023-07-12,18:49:00,2,Male,62.0,Clothing,1.0,50.0,25.0,50.0,25.0,7.0,Wednesday,18,51-65
81,2023-07-06,22:48:00,4,Male,40.0,Electronics,1.0,50.0,14.5,50.0,35.5,7.0,Thursday,22,36-50
155,,18:05:00,3,Male,31.0,Electronics,4.0,500.0,150.0,2000.0,1400.0,,,18,26-35
470,,18:58:00,4,Female,57.0,Clothing,2.0,500.0,165.0,1000.0,670.0,,,18,51-65
1081,,22:23:00,5,Male,40.0,Electronics,1.0,50.0,17.0,50.0,33.0,,,22,36-50
1155,2023-03-12,18:22:00,3,Male,31.0,Electronics,4.0,500.0,255.0,2000.0,980.0,3.0,Sunday,18,26-35
1470,,19:47:00,1,Female,57.0,Clothing,2.0,500.0,165.0,1000.0,670.0,,,19,51-65
106,,18:58:00,1,Female,46.0,Clothing,1.0,50.0,15.0,50.0,35.0,,,18,36-50
818,,18:56:00,4,Male,30.0,Electronics,1.0,500.0,265.0,500.0,235.0,,,18,26-35
1106,2023-12-08,17:50:00,3,Female,46.0,Clothing,1.0,50.0,14.0,50.0,36.0,12.0,Friday,17,36-50
1818,,17:29:00,4,Male,30.0,Electronics,1.0,500.0,150.0,500.0,350.0,,,17,26-35
94,,22:39:00,5,Female,47.0,Beauty,2.0,500.0,250.0,1000.0,500.0,,,22,36-50
811,,18:34:00,2,Male,61.0,Beauty,2.0,25.0,6.75,50.0,36.5,,,18,51-65
881,,20:52:00,4,Male,22.0,Electronics,1.0,300.0,99.0,300.0,201.0,,,20,18-25
1094,,20:34:00,1,Female,47.0,Beauty,2.0,500.0,210.0,1000.0,580.0,,,20,36-50
1811,2023-09-12,21:58:00,5,Male,61.0,Beauty,2.0,25.0,8.5,50.0,33.0,9.0,Tuesday,21,51-65
1881,2023-11-07,17:23:00,5,Male,22.0,Electronics,1.0,300.0,147.0,300.0,153.0,11.0,Tuesday,17,18-25
403,,19:31:00,5,Male,32.0,Clothing,2.0,300.0,78.0,600.0,444.0,,,19,26-35
653,,22:53:00,3,Male,54.0,Clothing,3.0,25.0,9.25,75.0,47.25,,,22,51-65
694,,17:47:00,3,Female,39.0,Electronics,2.0,25.0,10.0,50.0,30.0,,,17,36-50
1403,,18:20:00,4,Male,32.0,Clothing,2.0,300.0,162.0,600.0,276.0,,,18,26-35
1653,,19:34:00,2,Male,54.0,Clothing,3.0,25.0,12.75,75.0,36.75,,,19,51-65
1694,2023-10-01,19:22:00,4,Female,39.0,Electronics,2.0,25.0,9.75,50.0,30.5,10.0,Sunday,19,36-50
4,,18:12:00,3,Male,37.0,Clothing,1.0,500.0,200.0,500.0,300.0,,,18,36-50
647,2023-01-03,19:53:00,5,Male,59.0,Clothing,3.0,500.0,190.0,1500.0,930.0,1.0,Tuesday,19,51-65
911,,17:29:00,3,Male,42.0,Electronics,3.0,300.0,84.0,900.0,648.0,,,17,36-50
1004,2023-11-01,21:46:00,2,Male,37.0,Clothing,1.0,500.0,230.0,500.0,270.0,11.0,Wednesday,21,36-50
1647,2023-01-05,20:26:00,5,Male,59.0,Clothing,3.0,500.0,240.0,1500.0,780.0,1.0,Thursday,20,51-65
1911,,18:33:00,4,Male,42.0,Electronics,3.0,300.0,75.0,900.0,675.0,,,18,36-50
419,,19:18:00,5,Female,44.0,Clothing,3.0,30.0,11.7,90.0,54.900000000000006,,,19,36-50
642,2023-04-05,21:40:00,1,Female,54.0,Clothing,4.0,25.0,12.0,100.0,52.0,4.0,Wednesday,21,51-65
843,,22:46:00,3,Male,21.0,Beauty,3.0,500.0,180.0,1500.0,960.0,,,22,18-25
895,,21:51:00,3,Female,55.0,Clothing,4.0,30.0,14.4,120.0,62.4,,,21,51-65
1419,2023-05-02,18:42:00,3,Female,44.0,Clothing,3.0,30.0,9.3,90.0,62.099999999999994,5.0,Tuesday,18,36-50
1642,,18:30:00,4,Female,54.0,Clothing,4.0,25.0,11.5,100.0,54.0,,,18,51-65
1843,,18:58:00,1,Male,21.0,Beauty,3.0,500.0,240.0,1500.0,780.0,,,18,18-25
1895,,20:59:00,4,Female,55.0,Clothing,4.0,30.0,15.3,120.0,58.8,,,20,51-65
31,,17:47:00,3,Male,44.0,Electronics,4.0,300.0,129.0,1200.0,684.0,,,17,36-50
37,,22:42:00,2,Female,18.0,Beauty,3.0,25.0,8.75,75.0,48.75,,,22,18-25
72,2023-06-12,19:19:00,5,Female,20.0,Electronics,4.0,500.0,195.0,2000.0,1220.0,6.0,Monday,19,18-25
243,,18:02:00,5,Female,47.0,Electronics,3.0,300.0,156.0,900.0,432.0,,,18,36-50
281,,20:09:00,4,Female,29.0,Beauty,4.0,500.0,275.0,2000.0,900.0,,,20,26-35
489,,22:01:00,1,Male,44.0,Electronics,1.0,30.0,14.4,30.0,15.6,,,22,36-50
491,,21:11:00,4,Female,60.0,Electronics,3.0,300.0,78.0,900.0,666.0,,,21,51-65
729,,22:29:00,3,Male,29.0,Clothing,4.0,300.0,84.0,1200.0,864.0,,,22,26-35
822,,17:39:00,3,Female,52.0,Beauty,3.0,50.0,13.5,150.0,109.5,,,17,51-65
1031,2023-12-11,21:15:00,3,Male,44.0,Electronics,4.0,300.0,126.0,1200.0,696.0,12.0,Monday,21,36-50
1037,,17:38:00,2,Female,18.0,Beauty,3.0,25.0,11.5,75.0,40.5,,,17,18-25
1072,,18:10:00,4,Female,20.0,Electronics,4.0,500.0,180.0,2000.0,1280.0,,,18,18-25
1243,2023-08-12,17:11:00,4,Female,47.0,Electronics,3.0,300.0,138.0,900.0,486.0,8.0,Saturday,17,36-50
1281,,19:34:00,4,Female,29.0,Beauty,4.0,500.0,165.0,2000.0,1340.0,,,19,26-35
1489,,18:30:00,2,Male,44.0,Electronics,1.0,30.0,10.5,30.0,19.5,,,18,36-50
1491,,22:14:00,107,Female,60.0,Electronics,3.0,300.0,129.0,900.0,513.0,,,22,51-65
1729,,18:55:00,82,Male,29.0,Clothing,4.0,300.0,81.0,1200.0,876.0,,,18,26-35
1822,2023-09-09,17:15:00,15,Female,52.0,Beauty,3.0,50.0,21.0,150.0,87.0,9.0,Saturday,17,51-65
840,2023-01-07,18:59:00,60,Male,62.0,Clothing,2.0,25.0,11.75,50.0,26.5,1.0,Saturday,18,51-65
1840,2023-12-05,20:22:00,138,Male,62.0,Clothing,2.0,25.0,11.0,50.0,28.0,12.0,Tuesday,20,51-65
404,,19:55:00,59,Male,46.0,Electronics,2.0,500.0,160.0,1000.0,680.0,,,19,36-50
899,,21:34:00,147,Male,26.0,Clothing,2.0,300.0,153.0,600.0,294.0,,,21,26-35
990,,21:45:00,68,Female,58.0,Beauty,2.0,500.0,235.0,1000.0,530.0,,,21,51-65
1404,,18:15:00,155,Male,46.0,Electronics,2.0,500.0,185.0,1000.0,630.0,,,18,36-50
1899,2023-03-05,21:03:00,51,Male,26.0,Clothing,2.0,300.0,99.0,600.0,402.0,3.0,Sunday,21,26-35
1990,,17:02:00,48,Female,58.0,Beauty,2.0,500.0,155.0,1000.0,690.0,,,17,51-65
382,,21:20:00,29,Female,53.0,Clothing,2.0,500.0,245.0,1000.0,510.0,,,21,51-65
578,2023-05-12,22:42:00,68,Female,54.0,Clothing,4.0,30.0,9.3,120.0,82.8,5.0,Friday,22,51-65
923,2023-10-06,17:20:00,62,Male,32.0,Beauty,3.0,300.0,165.0,900.0,405.0,10.0,Friday,17,26-35
1382,,18:13:00,139,Female,53.0,Clothing,2.0,500.0,185.0,1000.0,630.0,,,18,51-65
1578,,18:43:00,66,Female,54.0,Clothing,4.0,30.0,12.0,120.0,72.0,,,18,51-65
1923,2022-03-04,17:38:00,74,Male,32.0,Beauty,3.0,300.0,159.0,900.0,423.0,3.0,Friday,17,26-35
307,2022-11-11,22:54:00,32,Female,26.0,Electronics,2.0,25.0,8.5,50.0,33.0,11.0,Friday,22,26-35
561,,17:04:00,34,Female,64.0,Clothing,4.0,500.0,250.0,2000.0,1000.0,,,17,51-65
651,,21:02:00,30,Male,51.0,Clothing,3.0,50.0,26.0,150.0,72.0,,,21,51-65
1307,,22:11:00,68,Female,26.0,Electronics,2.0,25.0,11.75,50.0,26.5,,,22,26-35
1561,,19:38:00,16,Female,64.0,Clothing,4.0,500.0,170.0,2000.0,1320.0,,,19,51-65
1651,2022-04-12,21:29:00,155,Male,51.0,Clothing,3.0,50.0,23.5,150.0,79.5,4.0,Tuesday,21,51-65
988,2022-05-08,18:41:00,85,Female,63.0,Clothing,3.0,25.0,8.0,75.0,51.0,5.0,Sunday,18,51-65
1988,,18:47:00,144,Female,63.0,Clothing,3.0,25.0,7.25,75.0,53.25,,,18,51-65
67,,20:19:00,119,Female,48.0,Beauty,4.0,300.0,129.0,1200.0,684.0,,,20,36-50
1067,2023-03-10,17:01:00,105,Female,48.0,Beauty,4.0,300.0,129.0,1200.0,684.0,3.0,Friday,17,36-50
915,2023-11-10,19:06:00,95,Female,26.0,Beauty,3.0,30.0,12.9,90.0,51.3,11.0,Friday,19,26-35
985,,22:33:00,113,Female,19.0,Electronics,2.0,25.0,9.0,50.0,32.0,,,22,18-25
1915,2023-10-07,22:50:00,53,Female,26.0,Beauty,3.0,30.0,9.3,90.0,62.099999999999994,10.0,Saturday,22,26-35
1985,,20:15:00,113,Female,19.0,Electronics,2.0,25.0,9.75,50.0,30.5,,,20,18-25
56,,19:37:00,97,Female,26.0,Clothing,3.0,300.0,120.0,900.0,540.0,,,19,26-35
159,2022-10-11,21:30:00,42,Male,26.0,Clothing,4.0,50.0,23.5,200.0,106.0,10.0,Tuesday,21,26-35
862,2022-11-12,21:37:00,29,Male,28.0,Electronics,4.0,300.0,78.0,1200.0,888.0,11.0,Saturday,21,26-35
1056,,19:46:00,54,Female,26.0,Clothing,3.0,300.0,114.0,900.0,558.0,,,19,26-35
1159,2023-02-04,18:08:00,41,Male,26.0,Clothing,4.0,50.0,18.0,200.0,128.0,2.0,Saturday,18,26-35
1862,2022-06-02,22:50:00,64,Male,28.0,Electronics,4.0,300.0,165.0,1200.0,540.0,6.0,Thursday,22,26-35
315,2023-03-07,18:53:00,122,Male,47.0,Clothing,2.0,30.0,15.0,60.0,30.0,3.0,Tuesday,18,36-50
545,,17:18:00,61,Male,27.0,Clothing,2.0,25.0,8.25,50.0,33.5,,,17,26-35
902,,17:16:00,108,Female,54.0,Beauty,1.0,50.0,21.5,50.0,28.5,,,17,51-65
1315,,20:52:00,14,Male,47.0,Clothing,2.0,30.0,12.9,60.0,34.2,,,20,36-50
1545,,18:21:00,16,Male,27.0,Clothing,2.0,25.0,8.25,50.0,33.5,,,18,26-35
1902,,17:12:00,97,Female,54.0,Beauty,1.0,50.0,14.0,50.0,36.0,,,17,51-65
170,,20:46:00,125,Female,25.0,Clothing,2.0,25.0,12.5,50.0,25.0,,,20,18-25
685,2023-04-07,22:15:00,90,Male,57.0,Electronics,2.0,25.0,7.75,50.0,34.5,4.0,Friday,22,51-65
958,2022-01-01,21:14:00,116,Male,62.0,Electronics,2.0,25.0,11.0,50.0,28.0,1.0,Saturday,21,51-65
1170,2023-06-01,17:13:00,96,Female,25.0,Clothing,2.0,25.0,8.0,50.0,34.0,6.0,Thursday,17,18-25
1685,,20:32:00,76,Male,57.0,Electronics,2.0,25.0,8.75,50.0,32.5,,,20,51-65
1958,,19:19:00,125,Male,62.0,Electronics,2.0,25.0,11.75,50.0,26.5,,,19,51-65
363,,22:51:00,92,Male,64.0,Beauty,1.0,25.0,13.5,25.0,11.5,,,22,51-65
394,,19:27:00,105,Female,27.0,Clothing,1.0,500.0,165.0,500.0,335.0,,,19,26-35
537,2023-01-10,18:07:00,98,Female,21.0,Beauty,1.0,500.0,275.0,500.0,225.0,1.0,Tuesday,18,18-25
1363,2023-04-07,20:27:00,33,Male,64.0,Beauty,1.0,25.0,7.75,25.0,17.25,4.0,Friday,20,51-65
1394,,20:06:00,14,Female,27.0,Clothing,1.0,500.0,250.0,500.0,250.0,,,20,26-35
1537,,17:57:00,116,Female,21.0,Beauty,1.0,500.0,140.0,500.0,360.0,,,17,18-25
387,,21:58:00,118,Male,44.0,Beauty,1.0,30.0,9.0,30.0,21.0,,,21,36-50
556,2022-05-02,17:37:00,42,Female,18.0,Electronics,1.0,50.0,12.5,50.0,37.5,5.0,Monday,17,18-25
782,,21:51:00,71,Male,59.0,Clothing,3.0,300.0,150.0,900.0,450.0,,,21,51-65
906,,17:55:00,6,Female,20.0,Clothing,1.0,50.0,17.0,50.0,33.0,,,17,18-25
1387,,17:48:00,37,Male,44.0,Beauty,1.0,30.0,15.6,30.0,14.4,,,17,36-50
1556,,19:13:00,35,Female,18.0,Electronics,1.0,50.0,22.5,50.0,27.5,,,19,18-25
1782,2023-07-04,20:23:00,116,Male,59.0,Clothing,3.0,300.0,141.0,900.0,477.0,7.0,Tuesday,20,51-65
1906,2022-01-10,20:10:00,58,Female,20.0,Clothing,1.0,50.0,26.5,50.0,23.5,1.0,Monday,20,18-25
560,,22:51:00,7,Female,25.0,Electronics,1.0,50.0,19.0,50.0,31.0,,,22,18-25
944,,20:22:00,136,Male,44.0,Clothing,2.0,25.0,12.0,50.0,26.0,,,20,36-50
1560,,17:16:00,91,Female,25.0,Electronics,1.0,50.0,18.5,50.0,31.5,,,17,18-25
1944,,21:08:00,63,Male,44.0,Clothing,2.0,25.0,6.5,50.0,37.0,,,21,36-50
481,,17:12:00,48,Female,43.0,Electronics,4.0,300.0,114.0,1200.0,744.0,,,17,36-50
867,,22:40:00,152,Male,21.0,Electronics,1.0,500.0,185.0,500.0,315.0,,,22,18-25
882,,21:41:00,144,Female,64.0,Electronics,2.0,25.0,13.25,50.0,23.5,,,21,51-65
961,,22:36:00,86,Male,53.0,Beauty,4.0,50.0,23.0,200.0,108.0,,,22,51-65
1481,2023-09-11,17:22:00,20,Female,43.0,Electronics,4.0,300.0,114.0,1200.0,744.0,9.0,Monday,17,36-50
1867,,19:55:00,144,Male,21.0,Electronics,1.0,500.0,190.0,500.0,310.0,,,19,18-25
1882,,20:56:00,15,Female,64.0,Electronics,2.0,25.0,9.0,50.0,32.0,,,20,51-65
1961,,21:17:00,95,Male,53.0,Beauty,4.0,50.0,20.5,200.0,118.0,,,21,51-65
187,,20:19:00,88,Female,64.0,Clothing,2.0,50.0,21.0,100.0,58.0,,,20,51-65
446,2022-02-11,19:57:00,104,Male,21.0,Electronics,1.0,50.0,13.0,50.0,37.0,2.0,Friday,19,18-25
1187,2023-07-07,17:05:00,52,Female,64.0,Clothing,2.0,50.0,12.5,100.0,75.0,7.0,Friday,17,51-65
1446,,18:55:00,155,Male,21.0,Electronics,1.0,50.0,23.5,50.0,26.5,,,18,18-25
539,,18:13:00,135,Male,25.0,Beauty,1.0,500.0,205.0,500.0,295.0,,,18,18-25
587,2023-04-09,19:00:00,91,Female,40.0,Beauty,4.0,300.0,99.0,1200.0,804.0,4.0,Sunday,19,36-50
1539,2022-06-12,21:52:00,96,Male,25.0,Beauty,1.0,500.0,170.0,500.0,330.0,6.0,Sunday,21,18-25
1587,2022-05-11,20:06:00,140,Female,40.0,Beauty,4.0,300.0,105.0,1200.0,780.0,5.0,Wednesday,20,36-50
212,2023-12-10,18:13:00,105,Male,21.0,Clothing,3.0,500.0,215.0,1500.0,855.0,12.0,Sunday,18,18-25
765,,19:03:00,77,Male,43.0,Clothing,4.0,50.0,12.5,200.0,150.0,,,19,36-50
769,2022-09-09,18:57:00,18,Female,31.0,Electronics,4.0,30.0,10.2,120.0,79.2,9.0,Friday,18,26-35
1212,,18:05:00,142,Male,21.0,Clothing,3.0,500.0,265.0,1500.0,705.0,,,18,18-25
1765,,22:49:00,13,Male,43.0,Clothing,4.0,50.0,16.0,200.0,136.0,,,22,36-50
1769,2023-08-10,22:50:00,116,Female,31.0,Electronics,4.0,30.0,9.3,120.0,82.8,8.0,Thursday,22,26-35
321,,19:53:00,30,Female,26.0,Electronics,2.0,25.0,9.5,50.0,31.0,,,19,26-35
356,,18:35:00,71,Male,50.0,Electronics,3.0,500.0,255.0,1500.0,735.0,,,18,36-50
510,,17:04:00,14,Female,39.0,Beauty,4.0,50.0,13.0,200.0,148.0,,,17,36-50
534,,22:30:00,112,Male,45.0,Clothing,2.0,500.0,140.0,1000.0,720.0,,,22,36-50
1321,,22:54:00,155,Female,26.0,Electronics,2.0,25.0,10.5,50.0,29.0,,,22,26-35
1356,,21:31:00,11,Male,50.0,Electronics,3.0,500.0,245.0,1500.0,765.0,,,21,36-50
1510,,18:21:00,124,Female,39.0,Beauty,4.0,50.0,19.0,200.0,124.0,,,18,36-50
1534,,19:44:00,72,Male,45.0,Clothing,2.0,500.0,270.0,1000.0,460.0,,,19,36-50
104,2022-09-06,22:58:00,129,Female,34.0,Beauty,2.0,500.0,190.0,1000.0,620.0,9.0,Tuesday,22,26-35
110,,17:28:00,149,Male,27.0,Clothing,3.0,300.0,99.0,900.0,603.0,,,17,26-35
352,,17:55:00,54,Male,57.0,Electronics,2.0,500.0,175.0,1000.0,650.0,,,17,51-65
365,,22:12:00,151,Male,31.0,Clothing,1.0,300.0,93.0,300.0,207.0,,,22,26-35
887,,19:20:00,44,Male,59.0,Clothing,4.0,25.0,10.0,100.0,60.0,,,19,51-65
1104,2022-11-07,20:13:00,70,Female,34.0,Beauty,2.0,500.0,150.0,1000.0,700.0,11.0,Monday,20,26-35
1110,,19:14:00,62,Male,27.0,Clothing,3.0,300.0,114.0,900.0,558.0,,,19,26-35
1352,,17:40:00,14,Male,57.0,Electronics,2.0,500.0,260.0,1000.0,480.0,,,17,51-65
1365,2023-08-11,20:22:00,18,Male,31.0,Clothing,1.0,300.0,156.0,300.0,144.0,8.0,Friday,20,26-35
1887,2023-11-12,19:34:00,113,Male,59.0,Clothing,4.0,25.0,10.0,100.0,60.0,11.0,Sunday,19,51-65
629,2023-05-01,19:55:00,39,Male,62.0,Electronics,2.0,25.0,8.0,50.0,34.0,5.0,Monday,19,51-65
1629,,20:18:00,144,Male,62.0,Electronics,2.0,25.0,10.75,50.0,28.5,,,20,51-65
655,,18:43:00,19,Female,55.0,Clothing,1.0,500.0,210.0,500.0,290.0,,,18,51-65
1655,,17:57:00,8,Female,55.0,Clothing,1.0,500.0,125.0,500.0,375.0,,,17,51-65
567,2023-08-05,19:53:00,5,Female,25.0,Clothing,3.0,300.0,144.0,900.0,468.0,8.0,Saturday,19,18-25
1567,2023-07-04,17:10:00,76,Female,25.0,Clothing,3.0,300.0,162.0,900.0,414.0,7.0,Tuesday,17,18-25
182,,19:27:00,27,Male,62.0,Beauty,4.0,30.0,10.2,120.0,79.2,,,19,51-65
819,,21:59:00,111,Female,35.0,Beauty,2.0,50.0,26.0,100.0,48.0,,,21,26-35
1182,2023-03-01,21:26:00,14,Male,62.0,Beauty,4.0,30.0,12.9,120.0,68.4,3.0,Wednesday,21,51-65
1819,2022-05-11,20:44:00,83,Female,35.0,Beauty,2.0,50.0,13.5,100.0,73.0,5.0,Wednesday,20,26-35
100,2022-08-02,19:34:00,21,Male,41.0,Electronics,1.0,30.0,9.3,30.0,20.7,8.0,Tuesday,19,36-50
833,2023-09-05,18:39:00,85,Male,42.0,Beauty,4.0,50.0,24.5,200.0,102.0,9.0,Tuesday,18,36-50
1100,,18:15:00,136,Male,41.0,Electronics,1.0,30.0,13.2,30.0,16.8,,,18,36-50
1833,,17:20:00,56,Male,42.0,Beauty,4.0,50.0,18.0,200.0,128.0,,,17,36-50
542,2023-01-06,18:41:00,50,Female,20.0,Beauty,1.0,50.0,24.0,50.0,26.0,1.0,Friday,18,18-25
723,,21:57:00,120,Female,54.0,Beauty,4.0,50.0,20.5,200.0,118.0,,,21,51-65
726,2022-05-06,19:37:00,72,Male,47.0,Clothing,4.0,300.0,126.0,1200.0,696.0,5.0,Friday,19,36-50
1542,,20:30:00,147,Female,20.0,Beauty,1.0,50.0,14.5,50.0,35.5,,,20,18-25
1723,2022-10-02,17:43:00,40,Female,54.0,Beauty,4.0,50.0,18.0,200.0,128.0,10.0,Sunday,17,51-65
1726,,18:12:00,13,Male,47.0,Clothing,4.0,300.0,93.0,1200.0,828.0,,,18,36-50
488,2022-05-07,17:28:00,26,Female,51.0,Electronics,3.0,300.0,123.0,900.0,531.0,5.0,Saturday,17,51-65
1488,2022-12-11,19:24:00,9,Female,51.0,Electronics,3.0,300.0,126.0,900.0,522.0,12.0,Sunday,19,51-65
239,,19:34:00,1,Male,38.0,Electronics,3.0,500.0,165.0,1500.0,1005.0,,,19,36-50
498,,22:20:00,41,Female,50.0,Clothing,4.0,25.0,8.25,100.0,67.0,,,22,36-50
532,,18:04:00,92,Female,64.0,Clothing,4.0,30.0,12.9,120.0,68.4,,,18,51-65
669,,20:24:00,110,Male,24.0,Beauty,4.0,300.0,87.0,1200.0,852.0,,,20,18-25
877,2022-01-10,19:52:00,134,Female,58.0,Clothing,1.0,25.0,6.75,25.0,18.25,1.0,Monday,19,51-65
1239,2022-08-07,20:42:00,134,Male,38.0,Electronics,3.0,500.0,255.0,1500.0,735.0,8.0,Sunday,20,36-50
1498,,17:08:00,51,Female,50.0,Clothing,4.0,25.0,12.5,100.0,50.0,,,17,36-50
1532,,22:48:00,51,Female,64.0,Clothing,4.0,30.0,15.6,120.0,57.6,,,22,51-65
1669,2022-04-08,22:28:00,83,Male,24.0,Beauty,4.0,300.0,123.0,1200.0,708.0,4.0,Friday,22,18-25
1877,,20:19:00,72,Female,58.0,Clothing,1.0,25.0,10.5,25.0,14.5,,,20,51-65
422,,22:34:00,67,Female,28.0,Clothing,3.0,30.0,13.2,90.0,50.400000000000006,,,22,26-35
466,2023-11-01,21:52:00,66,Male,63.0,Electronics,4.0,25.0,13.75,100.0,45.0,11.0,Wednesday,21,51-65
1422,2022-07-05,20:41:00,35,Female,28.0,Clothing,3.0,30.0,13.5,90.0,49.5,7.0,Tuesday,20,26-35
1466,,22:27:00,64,Male,63.0,Electronics,4.0,25.0,10.75,100.0,57.0,,,22,51-65
583,,19:44:00,131,Female,24.0,Electronics,4.0,25.0,7.75,100.0,69.0,,,19,18-25
654,,17:40:00,92,Male,42.0,Clothing,3.0,25.0,9.25,75.0,47.25,,,17,36-50
1583,2023-12-11,22:54:00,102,Female,24.0,Electronics,4.0,25.0,13.0,100.0,48.0,12.0,Monday,22,18-25
1654,,20:47:00,111,Male,42.0,Clothing,3.0,25.0,6.25,75.0,56.25,,,20,36-50
40,2022-07-06,21:33:00,78,Male,45.0,Beauty,1.0,50.0,24.5,50.0,25.5,7.0,Wednesday,21,36-50
699,,22:21:00,129,Female,37.0,Clothing,4.0,30.0,16.2,120.0,55.2,,,22,36-50
727,,18:37:00,32,Male,55.0,Beauty,3.0,300.0,105.0,900.0,585.0,,,18,51-65
830,,20:19:00,77,Female,64.0,Clothing,3.0,50.0,18.5,150.0,94.5,,,20,51-65
1040,2023-12-12,21:24:00,112,Male,45.0,Beauty,1.0,50.0,21.0,50.0,29.0,12.0,Tuesday,21,36-50
1699,,21:45:00,23,Female,37.0,Clothing,4.0,30.0,12.9,120.0,68.4,,,21,36-50
1727,2023-08-08,21:06:00,72,Male,55.0,Beauty,3.0,300.0,75.0,900.0,675.0,8.0,Tuesday,21,51-65
1830,2023-04-03,18:04:00,87,Female,64.0,Clothing,3.0,50.0,21.0,150.0,87.0,4.0,Monday,18,51-65
224,2022-11-11,21:32:00,99,Female,25.0,Clothing,1.0,50.0,24.0,50.0,26.0,11.0,Friday,21,18-25
271,2023-12-09,18:23:00,44,Female,62.0,Beauty,4.0,30.0,9.3,120.0,82.8,12.0,Saturday,18,51-65
1224,,17:10:00,103,Female,25.0,Clothing,1.0,50.0,20.0,50.0,30.0,,,17,18-25
1271,,19:31:00,27,Female,62.0,Beauty,4.0,30.0,9.0,120.0,84.0,,,19,51-65
36,,22:06:00,40,Male,52.0,Beauty,3.0,300.0,144.0,900.0,468.0,,,22,51-65
157,,21:59:00,98,Male,62.0,Electronics,4.0,500.0,170.0,2000.0,1320.0,,,21,51-65
796,2022-01-10,19:50:00,38,Male,43.0,Beauty,4.0,30.0,7.8,120.0,88.8,1.0,Monday,19,36-50
839,2023-11-11,21:02:00,130,Female,20.0,Electronics,4.0,300.0,96.0,1200.0,816.0,11.0,Saturday,21,18-25
927,,17:13:00,83,Male,43.0,Electronics,4.0,500.0,250.0,2000.0,1000.0,,,17,36-50
1036,,18:03:00,121,Male,52.0,Beauty,3.0,300.0,117.0,900.0,549.0,,,18,51-65
1157,,21:24:00,81,Male,62.0,Electronics,4.0,500.0,270.0,2000.0,920.0,,,21,51-65
